PR,Requisition Date,RFQ ID,RFQ Date,PO,PO Date,Fund Code,Project Name,Project ID,Requested BY,Buyer Name,Description,Qty,Unit of Measurment,Currency,Amount,Vendor Name,Invoice Number,System GRN Number,GRN Number,Doc. Received Date,Voucher ID,Cheque Number,Net Pay to Vendor,On hand status,Progress,location
6251,22/10/2019,1731,22/10/2019,5908,28/11/2019,AT603,WASH,CAUTET0027,Abigel Abraham,ANEGASSA,20 cum of Steel water tanker purchase for Degeb water supply system/Steel Water tank for SWEEP,1,SET,ETB,248999.56,TSEMEX GLOBAL ENTERPRISE PLC,,5873,8799,03/01/2020,91900,4740933,244669.13,"Clarification regarding transportation as well as installation relate to (CARE Ethiopia or the supplier?) is requested & waiting for confirmation. If it is belongs to the supplier confirmation for the actual distance Kilometer is to be confirmed as well/Confirmation received for the supply, transport and installation but not yet regarding distance Kilometer & reminder takes place on 25 October 2019/unable to coy to RFQ & reported to the requester/Resolved on 29 October 2019 & RFQ ready to approval online/approved & ready to distribution/Distributed with 05 November Submission date/the offer partially received//Bid submitted to the Procurement Committee for opening on 07 November 2019/Technical evaluation result received on 12 November 2019 & submitted to PC for the financial part bid opening/received on 14 November 2019 & under SBA but can't at the time (FO Document review were at hand & priority given to as well)/SBA prepared on 20 Nov 2019 by one Offer is rejected as the price offered is excluding transportation and waiting for the procurement committee approvals to award to the remaining one supplier for the supply, transportation and installation of 19m3 instead/since the requesting unit re initiating the issue back again and the rejected supplier (Tsemex Global PLC's) offer is confirmed as an alternative through email dated November 21, 2019 and decided to accept offer and to award without Transportation cost/as per the requesting unit confirmation email dated Friday, November 2, 2019 3:54PM now under SBA approval by PC/Approval received & PO submitted for approval online, on the other hand Contract agreement signature finalized/document will be Communicated to finance for 100% Advance payment (due Now basis)up on Hard copy PO signed/Signed & document communicated to finance on 04 December 2019. Vendor collected payment from and waiting for vendor confirmation to collect the items and transportation PO given to vendor/Item is out to field 24/12/19.Document communicated to finance on 31 December 2019 for the final settlement also Vendor performance form completed & submitted on 02 January 2020.",Ongoing,Finance
6213,22/10/2019,1728,22/10/2019,5905,28/11/2019,AT603,WASH,CAUTET0027,Abigel Abraham,ANEGASSA,1. 27 cum of water steel tanker purchase of Woyeba water supply system2. 27 cum of water steel tanker purchase of Kallay water supply system (West Belesa),4,SET,ETB,680800,ENERGYWISE TECHNOLOGY PLC,Payment Request with Ref:EW19122311,5871,8801,03/01/2020,91905,4741126,668960,"Clarification regarding transportation as well as installation relate to (CARE Ethiopia or the supplier?) is requested & waiting for confirmation. If it is belongs to the supplier confirmation for the actual distance Kilometer is to be confirmed as well/Confirmation received for the supply, transport and installation but not yet regarding distance Kilometer & reminder takes place on 25 October 2019/Confirmation received on 28 October 2019 over the telephone Conversation/RFQ ready for approval online/RFQ ready to approval online/approved & ready to distribution/Distributed with 05 November Submission date/the offer partially collected/Bid submitted to the Procurement Committee for opening on 07 November 2019/Technical evaluation submitted to PC for the financial part bid opening/Technical evaluation result received on 12 November 2019 & submitted to PC for the financial part bid opening/received on 14 November 2019 & under SBA but can't at the time (FO Document review were at hand & priority given to as well)/now SBA ready but as per the requesting unit confirmation email dated November 20, 2019, bid for two site is cancelled and waiting for Procurement committee final approvals to award the winning supplier for the supply, transportation and installation of 28m3 & 28m3 water tankers instead, at Woyeba and Kallay respectively/Approval received & PO submitted for approval online,on the other hand Contract agreement signature finalized/now PO approved & dispatched on 04 December 2019/Waiting for confirmation from the field so as the vendor can go out and install 9/12/19/Confirmation received and vendor is out to Field 16/12/19/Payment request received through email and waiting for the installment confirmation and waybill/Document Communicated to finance on 31 December 2019 and Vendor performance form completed as well.",Completed,Procurement
0000006249 replaced by Requisition ID 0000006397,22/10/2019,Bid Announcement,22/10/2019,5947,13/12/2019,NL178,PfR,CNLDET0012,Eden Habtewold,ANEGASSA,"Consultancy Service on Environmental Impact Assessment (EIA) criteria, practices and develop contextualized and Integrated Risk Management (IRM) sensitive EIA guideline from November 15,2019 to January 13,2020",1,PCE,ETB,317771.8,Center of Excellence International Consult PLC,Payment Request with Ref.CEIC/249/17/02/2020,5967,8916,0000-00-00,93804,4985183,93673.6,"Waiting for final confirmation from the requester on the way the service Suppliers should be Invited (Advertisement on newsletter or Contact Directly?)/decided to bid to be announced through Ethiopian reporter on both English & Amharic version/accordingly the Announcement service requested & received now the interested firms are sending their email & under requesting full TOR/Bid submitted to the PC on 05 November 2019 for opening/Opened & shared to the requester on 06 November 2019 for the technical evaluation purpose/Technical evaluation result received on 15 November 2019 & submitted to the PC for financial part opening/Financial bid opened & received on 19 Nov 2019, Now under SBA but waiting for the requester confirmation budget realism and reasonableness evaluation result (15%) then finalize SBA/Confirmed on 27 Nov 2019 but not signed by the evaluators/Budget Realism (attached)+ Bottom-line price/Financial Result 20% as well as Technical 80% evaluation result finalized & waiting for Vendor/payee set up to create SBA online. Requested on 04 December 2019 to enter the vendor into AVL through Procurement admin Assistant./Online SBA ready and draft contract sent for review on 12/12/19/Reviewed contract received and PO waiting for approval/Contract and PO signed on 17/12/19. Under receiving service and the inception report expected by January 2020.Approval for contract amendments as well as an extension for consultant agreement until April 11th received on 13 February 2020 upon request. Payment request received for the First 30% and document communicated to store for the GRN on 18 February 2020. Service and the inception report expected by January 2020.Approval for contract amendments as well as an extension for consultant agreement until April 11th received on 13 February 2020 upon request. Payment request received for the First 30% and document communicated to store for the GRN on 18 February 2020. Document Communicated to Finance on 20 February 2020 for the First 30%.",Completed,Procurement
6232,10/10/2019,N/A,10/10/2019,5795,10/10/2019,US2GQ,Emergency,OCHAET0044,HIRUT MERGA,NSOLOMON,"1 ISUZU (NPR)50 Qtl loading capacity truck rent for transportation Cooking Pots (aluminum 7 liter) from Addis Ababa to Gursum 590 KM. 2,000 Pcs to Gursum - East Hararghe",1,EA,ETB,16284,GETACHEW MOLLA CAR RENTAL SERVICE,REF NO GMCR/223/12,5689,7907,0000-00-00,,4474293,16000.8,PO Placed on 10.10.2019/under service receiving since 11.10.2019/ service received on 12.10.2019/payment request received on 21.10.2019/ document send for GRN on 21.10.2019/ GRN issued and received on 23.10.2019/ Document to be communicated to finance on 24.10.2019,Completed,Finance
6259,24/10/2019,1724,24/10/2019,0,01/01/1970,NL227,EU Reset II,CNLDET0018,Eden Habtewold,ANEGASSA,"Reset II Audit Service from Nov 1,2019 to Nov 15,2019",1,EA,ETB,69000,TAY AND COMPANY PRIVATE LIMITED COMPANY,,,,0000-00-00,,,0,RFQ ready for the approval online/Approved & RFQ Communicated on 25 October 2019(The assignment is until the project based assigned procurement officer gets back to office and he will continue the process from where I get)/take over by the assigned Officer starting 28 October 2019.,Cancelled,Procurement
6228,10/10/2019,,10/10/2019,5794,10/10/2019,US1L8,WASH,AECOET0001,Abigel A,MMENGISTU,Belbel Small Scale Irrigation Scheme Variation work,1,PCE,ETB,499376,MOGES YILMA WATER CONTRACTOR,,,,0000-00-00,,,0,"Waiting for GRN starting from Oct 16, 2019/Document communicated to Finance on Oct 17, 2019",Cancelled,Procurement
6263,23/10/2019,N/A,23/10/2019,5823,23/10/2019,CZ107,Emergency,CCZEET0002,HIRUT MERGA,NSOLOMON,Vehicle rental Extension Plate # 3-A02058 one ISUZU NPR (50 Qtl) loading capacity from 24/10/2019 to 02/11/2019 at East Hararghe FO.,10,DAY,ETB,29900,GETACHEW MOLLA CAR RENTAL SERVICE,GMCR/287/12,5734,7953,18/11/2019,,4474452,29900,PO Placed on 23.10.2019 and approved on 25.10.2019/ Service received and waiting for payment request since 3.11.2019/ Payment request received on 12.11.2019 and document send for GRN same day/GRN issued and received on 13.11.2019/document communicated to finance on 14.11.2019,Completed,Procurement
6264,23/10/2019,1723,23/10/2019,5832,28/10/2019,AT620,Emergency,CAUTET0032,HIRUT MERGA,NSOLOMON,2 Truck with trailer vehicle rent for transportation of HDPE PIPES -A. Ababa to Gursum woreda of Shek Abas Site - 605 KM including loading and unloading cost,1,EA,ETB,47600,CHILALO ENTERPRISE PLC,C.H.E. 27/114/2019,5742,7959,21/11/2019,,4474488,46648,"RFQ Prepared on 24.10.2019/ under quotation collection/Quotation opened on 28.10.2019 and PO prepared same day/under service receiving since 29.10.2019/ service received on 2.11.2019/payment request received on 11.11.2019/ PO amount decreased to ETB 47,600.00 as only one Truck is used/ document send for GRN on 12.11.2019/GRN issued and received on 18.11.2019/document communicated to finance on 19.11.2019",Completed,Procurement
1731892164A,09/10/2019,,09/10/2019,1731892164A,09/10/2019,US1T0,GRAD2,USLMET0023,Ye'abtsega M.,DGETACHEW,1. Photocopy of A$ size four modules 321 page and 14 copies 2. Binding up to 300 pages,14,EA,ETB,4683.49,,,,,28/10/2019,,,0,1. vendor told to work o the printing/2. Waiting for item/Item delivered. Document forwarded to finance,Completed,Finance
357106079,25/10/2019,0,25/10/2019,357106079,0000-00-00,NL178,PfR,CNLDET0012,Eden Habtewold,ANEGASSA,Bid Announcement service for Invitation to Bid for Consultancy Service Including IRM Approach,2,EA,ETB,5704,MEDIA AND COMMUNICATION CENTER PLC,,,,0000-00-00,92229,,0,The announcement service requested & confirmed by the Media agency for on the coming Saturday & Sunday(26/27 October 2019)/Service received & waiting for credit invoice/Reminder takes place/Reminder about credit invoice made through telephone call again on 20 Nov 2019/email communication takes place on 26 November 2019 as well but not yet.Credit Invoice collected on 02 January 2020 in person after repeated Telephone call.,Ongoing,Finance
1731892164B,22/10/2019,Email Request,22/10/2019,1731892164B,24/10/2019,US1T0,GRAD2,USLMET0023,Liya Nigussie,DGETACHEW,1. Invitation card,150,EA,ETB,5797.73,ORION FANTAHUN YIMER,,,,0000-00-00,,,0,"1. Quotation collected, 2. Item delivered 24/10/19/ 3. Document forwarded to finance 28/10/19",Completed,Finance
1731892164C,21/10/2019,Email Request,21/10/2019,1731892164C,21/10/2019,US000,Admin,SUSPET0004,Ephrata Frew,DGETACHEW,1. WHITE BOARD 90*180CM,1,EA,ETB,3925,OSLO TRADING PLC,,,,0000-00-00,,,0,1. Item delivered and document forwarded to finance 28/10/19,Completed,Finance
6265,22/10/2019,N/A,22/10/2019,5822,23/10/2019,US2H5,Emergency,OCHAET0048,Hirut Merga,AFEKADU,Vehicle rental Extension Plate # 3-80759 one long Base from 25/10/2019 to 23/11/2019 at Borena FOffice.,30,DAY,ETB,47352.98,GETACHEW MOLLA CAR RENTAL SERVICE,,,,0000-00-00,,,0,Purchase order was prepared and issued to supplier then waiting service delivery/waiting payment request,Ongoing,Procurement
6256,22/10/2019,N/A,22/10/2019,5820,23/10/2019,US2H5,Emergency,OCHAET0048,Hirut Merga,AFEKADU,Vehicle rental Extension Plate # 3-80759 one long Base from 25/10/2019 to 23/11/2019 at Borena FOffice.,30,DAY,ETB,63416.18,GETACHEW MOLLA CAR RENTAL SERVICE,,5800,8021,0000-00-00,,,0,Purchase order was prepared and waiting service delivery,Ongoing,Procurement
1731892164D,26/09/2019,Email Request,26/09/2019,1731892164D,26/09/2019,US1T0,GRAD2,USLMET0023,Ye'abtsega M.,DGETACHEW,"1. Vehicle rental (Toyota land cruiser, station wagon 105) for a trip to Bishoftu for 2 days for October 1 and 5 2019. 2. 1. Vehicle rental (Toyota land cruiser, station wagon 105) for a trip to Bishoftu for 2 days for October 7 and 12 2019.",4,DAY,ETB,7893.28,GETACHEW MOLLA CAR RENTAL SERVICE,,,,30/10/2019,,,0,1. Vehicle inspected/ 2. Document forwarded to finance 28/10/19,Completed,Finance
6257,23/10/2019,N/A,23/10/2019,5821,23/10/2019,US2H5,Emergency,OCHAET0048,Hirut Merga,AFEKADU,Vehicle rental for one month long Base from 26/10/2019 to 24/11/2019 at Borena FOffice.,30,DAY,ETB,63416.18,GETACHEW MOLLA CAR RENTAL SERVICE,,5799,8020,0000-00-00,,,0,Purchase order was issued and waiting service delivery,Ongoing,Procurement
831364619,22/10/2019,N/A,22/10/2019,831364619,01/01/1970,US000,Admin,SUSPET0004,Tenaye,AFEKADU,Computer Screen 24,1,EA,ETB,11900,TOPCOM COMPUTER TRADING,,,,08/11/2019,89868,,0,"Quotation was collected and confirmed by technical person then budget variation approval was requested and waiting its approval on October 28,2019/ got approval and received the items from supplier and also confirmed by IT unit then waiting confirmation from requester for receiving the items/confirmation was received from requester and payment request was also received from supplier then transferred to finance unit on November 05,2019",Ongoing,Finance
6174,23/10/2019,Email Request,23/10/2019,5829,24/10/2019,CA351,GROW,CCANET0037,Ephrata Frew,DGETACHEW,"1. conference hall reservation for PSC meeting for 19 people for October 30,2019 including -one time refreshment ,water and lunchprojector and note book and pen",0,DAY,ETB,17146.11,LEXUS ADDIS HOTEL,,,,0000-00-00,,,0,1. Reserved/Waiting for payment request./Payment request recieved/Document forwarded to finance 3/1/2020,Ongoing,Finance
6259,25/10/2019,'0000001724,25/10/2019,,01/01/1970,NL227,EU Reset II,CNLDET0018,Eden,AFEKADU,"Reset II Audit Service from Nov 1,2019 to Nov 15,2019",1,EA,ETB,69000,TAY AND COMPANY PRIVATE LIMITED COMPANY,,,,0000-00-00,,,0,RFQ was distributed and waiting Quotation,Cancelled,Procurement
90214802,24/10/2019,Offline,24/10/2019,90214802,04/11/2019,US29S,SRHN,PTFIET0002,Alemnesh Asfaw,DGETACHEW,1. Round Meeting Table/imported high-quality wooden round conference table 1m,1,EA,ETB,5865,MOBILY ONE FURNITURE PLC,,,,07/11/2019,90009,,0,1. collected performa under review 25/10/2019,Completed,Finance
6273,25/10/2019,1727,25/10/2019,5844,04/01/1970,NL227,EU Reset II,CNLDET0018,Eden,AFEKADU,"Transportation of HDPE pipe PN 16, from Addis Ababa to Borena, Dillo Woreda Goray Kebele , by truck with trailerÿ ,the distance from Addis Ababa to Dilloÿ Woreda is 736 km./Transportation of HDPE pipe PN 16, from Addis Ababa to Borena, Dillo Woreda Goray Kebele , by truck with out trailer,the distance from Addis Ababa to Dilloÿ Woreda is 736 km.",2,EA,ETB,97750,,C.H.E27/132/2019,5785,8005,02/12/2019,90759,4740866,85848,"RFQ was prepared and supplier was informed to collected starting from October 28,2019 then waiting quotation from supplier/Quotation was collected and transporter was awarded then the pipes were dispatched and waiting payment request/payment request was received on November 25,2019 then transferred for GRN on the same date.",Completed,Procurement
1542344951,22/10/2019,Email Request,22/10/2019,1542344951,14/11/2019,US1KB,SRHN,GATEET0002,Alemnesh Asfaw,DGETACHEW,1. laptop Screen as per below specificationComputer Model T440LCD Screen Model Number B140XTN02.ASize: 14.0,1,,ETB,3500,A.T.M.T COMTECH PLC,,,,25/11/2019,90413,4740813,2850,1. Under performa collection/ screen tested and it is accepted by IT and waiting for credit invoice.,Completed,Procurement
6252,21/10/2019,1720,21/10/2019,5828,25/10/2019,US1T0,GRAD2,USLMET0023,Ye'abtsega M.,DGETACHEW,"1. Roll up banner, on matte canvas print, stand with broad foot, camera ready for poultry event on Nov 12. Photos: quality sticker print pasted on 1 cm thick foam-board with simple hook, size A1 (59.4 cm x 84.1 cm) camera readyfor poultry event on Nov 13. Event banner; 220 cm width x 140 cm height, on glossy canvasfor poultry event on Nov 1",0,,ETB,27092,S.S.W PRINTING AND ADVERTISING,Fs. No. 00000229,5721,7940,14/11/2019,90161,,0,1. performa collected and opened/ 2. PO waiting override./3. printings received and waiting for GRN./Document forwarded to finance 14/11/19,Ongoing,Finance
6247,18/10/2019,1721,18/10/2019,5827,25/10/2019,US29S,SRHN,PTFIET0004,Alemnesh Asfaw,DGETACHEW,1. Translation - Participant manual From Amharic to Afan Oromo. 130 Pages. 2. Translation - Facilitators manual From Amharic to Afan Oromo. 124 pages.,2,EA,ETB,61468,,Payment request recieved on 27/12/19,5892,8823,13/01/2020,92279,4741198,60350.4,1. Performa collected and opened/ Po Awarded and waiting approval/Draft work received and under review/ Participant manual From Amharic to Afan-Oromo comments given and sent to vendor/Translation complete and waiting GRN 3/1/2019/Document forwarded to finance 10/1/20,Completed,Procurement
6261,25/10/2019,1729,25/10/2019,5869,12/11/2019,US000,Admin,UNRTET0098,Ephrata Frew,DGETACHEW,"Reservation of venue with a facility out door sitting and working areas from December 2-3,2019 including: lunch2 times refreshment and waterFlip chart, Marker and Projectorfor 50 attendees for two days.",2,DAY,ETB,69000,INTERNATIONAL LIVESTOCK RESEARCH INSTITU,INVOICE#: IDS/2029/30,5889,8820,14/01/2020,92400,,0,1. Waiting for RFQ approval/Quotation collected and reviewed by requestor and they will make a decision on November 12./venue reserved and PO and guarantee letter signed both sides./service received and waiting for payment request/Waiting GRN 3/1/2020,Ongoing,Finance
6272,25/10/2019,Non-Competitive Justification attached,25/10/2019,5826,25/10/2019,US000,Admin,SUSPET0004,Ephrata Frew,DGETACHEW,"1. Printing of CFIRE paper document,2. Printing of CFIRE Pastoral paper,3.Printing of CFIRE Urban Paper,",3,EA,ETB,236055.9,CENTRAL PRINTING PRESS PLC,Fs. No. 00003354,5723,7942,14/11/2019,90150,4474437,136266.7,1. Waiting for the designed document to give to printing house/2. PO dispatched and Document under printing/4. Printing delivered waiting GRN 6/11/19,Completed,Procurement
6269,25/10/2019,Non-Competitive Justification attached,25/10/2019,5825,25/10/2019,US000,Admin,SUSPET0004,Ephrata Frew,DGETACHEW,1. Designing of 3 books for the social norms event,3,EA,ETB,100000,Gashaye Mahtemu Amare,Email request,5722,7941,14/11/2019,90149,4474436,70000,1. PO issued to vendor and waiting delivery/2. Design delivered and waiting GRN,Completed,Procurement
6260,28/10/2019,1730,28/10/2019,5837,31/10/2019,US1T0,GRAD2,USLMET0023,Ye'abtsega M.,DGETACHEW,"1. Venue rent for Workshop in Addis Ababa on Tuesday, November 5, GRAD Sustainability Study For 70 participants.2. Venue rent for Workshop in Addis Ababa on Wednesday, November 6 and November 7(Half day), Mini TWG for 60 participants",2.5,DAY,ETB,45000,ALEMAYEHU NIGUSE HOTEL (SARIO-MARIA),Ref No. W/H/F/865/19,5754,7974,0000-00-00,90475,4740810,81753.1,1. Waiting for RFQ approval/ Hotel reserved/ Waiting for payment request /Payment request received 18/11/19 /Waiting GRN 19/11/19/Document will be forwarded to finance on 25/11/19,Completed,Procurement
765003726,25/10/2019,,25/10/2019,,01/01/1970,US1T0,GRAD2,USLMET0023,Ye'abtsega M.,DGETACHEW,1. Business card,300,EA,ETB,4649.91,,,,,0000-00-00,,,0,1. Waiting for a camera ready design/Canceled and will be handled by Admin(petty cash),Ongoing,Procurement
6281,30/10/2019,N/A,30/10/2019,5835,30/10/2019,US2H5,Emergency,OCHAET0049,Hirut Merga,AFEKADU,Vehicle rental Extension Plate # 3-63890 one Pick up 4WD single cabine for one month from 08/11/2019 to 07/12/2019 at North Program.,30,DAY,ETB,47352.98,GETACHEW MOLLA CAR RENTAL SERVICE,GMCR/413/12,5882,8810,0000-00-00,92064,,0,"Purchase order was prepared and waiting approval starting from October 30,2019/Purchase order was approved and issued to supplier then waiting service delivery/waiting payment request/Payment request received on 30.12.2019 and document send for GRN same day/Document communicated to finance.",Ongoing,Finance
6280,30/10/2019,N/A,30/10/2019,5834,30/10/2019,US2H5,Emergency,OCHAET0048,Hirut Merga,AFEKADU,Vehicle rental Extension Plate # 3-A51488 one pick up 4WD Single cabine from 04/11/2019 to 03/12/2019 at Borena FO/Vehicle rental Extension Plate # 3A43586 one pick up 4WD Single cabine from 04/11/2019 to 03/12/2019 at Borena FO,30,DAY,ETB,94705.96,GETACHEW MOLLA CAR RENTAL SERVICE,GMCR/414/12,5879,8807,0000-00-00,91968,,0,"Purchase order was prepared and waiting approval starting from October 30,2019/Purchase order was approved and issued to supplier then waiting service delivery/waiting payment Request/ Payment request received on 30.12.2019 and document send for GN same day/GRN received on Jan.02,2020 then transferred to finance on Jan 03,2020",Ongoing,Finance
6259,24/10/2019,1724,24/10/2019,5863,12/01/1970,NL227,EU Reset II,CNLDET0018,Hirut Merga,AFEKADU,"Reset II Audit Service from Nov 1,2019 to Nov 15,2019",1,EA,ETB,69000,TAY AND COMPANY PRIVATE LIMITED COMPANY,,,,0000-00-00,,,0,"Financial proposal was received on October 29,2019 then contract agreement was prepared on October 30,2019 then waiting signature and the purchase order preparation/Purchase order was prepared and waiting approval/Approved and waiting service delivery",Ongoing,Procurement
680833084,31/10/2019,N/A,31/10/2019,680833084,31/10/2019,US2GQ,Emergency,OCHAET0044,HIRUT MERGA,NSOLOMON,Unloading cost for Non Food Items transportation from A.A to Gursum and Babile - East Hararghe.,1,EA,ETB,7912.8,CHILALO ENTERPRISE PLC,,,,01/11/2019,,,0,Payment communicated to finance based on former email communication and budget approval on 31.10.2019 with Non Po CID # 680833084,Completed,Finance
6283,05/11/2019,1741,05/11/2019,5865,12/11/2019,US1L8,WASH,AECOET0001,Wondimu Ejigayehu,ANEGASSA,Tyre 225/65R17 for plate # 35-4118,5,PCE,ETB,15999.95,MELAK TRADING PLC,FS NO 00067032 with Cash sales Attachment Ref. CSI-TKL-10-0063747,5797,8018,14/11/2019,90153,4474439,15721.69,"Ready to next action but since the Project contract period end date will be 15 November 2019,the issue raised by copying all concerned party, Internal Audit including for how can we proceed the purchase of such goods for the remaining few days by charging the closing stages project? Finally confirmed by the budget holder as the project is at final stage of approval for additional 8 months cos extension. Now RFQ is ready for approval online/approved & ready to Distribution But the assigned driver is assigned to another urgent assignment on 06 November 2019/RFQ distributed, Offer Received & submitted to Procurement committee 07 November 2019 for the opening/Opened on 11 November 2019 & shared to the requester for the technical review then confirmed on 12 November 2019,now under award quote/waiting for PO approval online/Approved & Document communicated to finance on 14 November 2019 for the payment request on due now basis/Cheque ready but no assigned driver starting 21-22 November 2019 also busy for another urgent task on 25 November 2019 for the collection/now Cheque collected & the item delivered up on the payment on 26 November 2019 then finally document communicated to store for the GRN on 28 November 2019.",Ongoing,Finance
6284,31/10/2019,Email Justification,31/10/2019,5838,01/11/2019,US000,Admin,UNRTET0098,Ephrata Frew,DGETACHEW,1. Graphic design of learning brief,13,EA,ETB,32500,Gashaye Mahtemu Amare,Email request,5736,7955,22/11/2019,90389,4740801,22750,1. PO pending approval 1/11/2019/Po issued to vendor/Vendor delivered the designs 4/11/19/Payment request received and waiting for confirmation from requestor./Document forwarded to finance 19/11/19,Completed,Procurement
6274,30/10/2019,1734,30/10/2019,5860,07/11/2019,US29S,SRHN,PTFIET0003,Wondimu Edjigayehu,DGETACHEW,1. Make c service of plate number 35-6185,1,EA,ETB,13972.55,AEMERO MOTOR WORKSHOP AND ENGINEERING,Fs No. 00006348,5759,7981,28/11/2019,90599,4740842,13729.55,"1. Waiting RFQ approval, pending PO approval./Po signed both side and under receiving service/Waiting GRN 21/11/19/Document forwarded to finance 26/11/19",Completed,Procurement
1960634417,28/08/2019,Email Request,28/08/2019,1960634417,30/08/2019,US29S,SRHN,PTFIET0004,Alemnesh Asfaw,DGETACHEW,1. Translation of SGBV sensitization Workshop Reference Guide manual English to Afan oromo,36,PG,ETB,10799.6,PROBEER EDITING AND TRANSLATION SERVICE,,,,04/11/2019,91470,,0,"1. Vendor informed to go on with the translation based on historical price./2. draft document received on September 10, 2019/ 3.Payment request received and waiting for requestor confirmation /4. confirmed and document will be forwarded to finance 5/11/19",Ongoing,Finance
6277,28/10/2019,Non-Competitive Justification attached,28/10/2019,5833,29/10/2019,US1KB,SRHN,GATEET0002,Alemnesh Asfaw,DGETACHEW,1. Printing of 11 learning briefs,11,EA,ETB,14400.7,AMANUEL PRINTING PRESS,Fs No. 00000086,5720,7939,06/11/2019,89806,4474379,141496.34,1. Quotation recieved/2. PO issued to vendor/3. item delivered and waiting GRN/4. Document forwarded to finance 6/11/19,Completed,Finance
1766549401,01/11/2019,Historical Price,01/11/2019,1766549401,01/11/2019,US1KB,SRHN,GATEET0002,Alemnesh Asfaw,DGETACHEW,1. Learning brief,200,EA,ETB,6400.9,AMANUEL PRINTING PRESS,,,,0000-00-00,89747,,0,1. Confirmation given to vendor to go on with the printing/2. Printing delivered.3.Document will be forwarded to finance 5/11/19,Ongoing,Finance
6289,31/10/2019,N/A,31/10/2019,5841,04/11/2019,US2J9,Emergency,IOMRET0003,Hirut Merga,AFEKADU,Vehicle rental one long base from 04/11/2019 to 03/12/2019 at East Hararghe FO.,30,DAY,ETB,63416.18,GETACHEW MOLLA CAR RENTAL SERVICE,GMCR/356/12,5818,8040,17/12/2019,91350,,0,"Purchase order was prepared and issued then waiting service delivery/waiting payment request/payment request was received on December 11,2019 then transferred for GRN /GRN issued and received on 13.12.2019/ document submitted to finance on 16.12.2019",Ongoing,Finance
6294,01/11/2019,N/A,01/11/2019,5842,04/11/2019,US2IR,Emergency,IRCXET0008,Hirut Merga,AFEKADU,Vehicle rental one Pick Up for one month from 04/11/2019 to 03/12/2019 at East Hararghe FO,30,BUC,ETB,47352.98,GETACHEW MOLLA CAR RENTAL SERVICE,GMCR/355/12,5819,8040,17/12/2019,91348,,0,"Agent was informed to bring vehicle for inspection starting from November 04,2019/Purchase order was prepared and issued to supplier then waiting service delivery/ waiting payment request/payment request was received on December 11,2019 then transferred for GRN/GRN issued and received on 13.12.2019/ document submitted to finance on 16.12.2019",Ongoing,Finance
6292,31/10/2019,,31/10/2019,,01/01/1970,US31E,SINCE,IRCXET0006,Abigel,AFEKADU,"A hall rent, Lunch and 1st level refreshment request for Gender mainstreaming, agency and life skill training to be held in - Butajera from November 12-15, 2019 with 87 participants./A hall rent, Lunch and 1st level refreshment request for Gender mainstreaming capacity building training for HTP/GBV committee ? Hossena from November 13-15, 2019 with 49 participant .",4,DAY,ETB,206081.15,Weldamanuel Abiyo Bachore,,,,0000-00-00,,,0,Handeled by Dagmawit,Ongoing,Procurement
6297,04/11/2019,1738,04/11/2019,5891,19/11/2019,US000,Admin,SUSPET0004,Lwam,AFEKADU,Spare Materials for HO,0,EA,ETB,16548.53,CHIBO ELECTRICAL TRADING,FS NO 00004976,5863,8791,0000-00-00,,,0,to be processed/RFQ was distributed and collected then issued for requester to confirm on Quality of the items and price reasonableness/confirmed /purchase order was prepared and ready to issue/ Item collected on 26.12.2019 and document send for GRN same day,Ongoing,Procurement
6306,05/11/2019,Historical Price,05/11/2019,5848,05/11/2019,US000,Admin,UNRTET0098,Eden Habteweld,DGETACHEW,"1. Learning Briefs Specs:-- Paper size: A4- # of Pages : 4- Paper weight (gm): 150 gm- Paper type : Full color, art paper- Camera ready-Quantity: 12",12,EA,ETB,76810.8,AMANUEL PRINTING PRESS,Fs. No. 00000088,5741,7962,22/11/2019,90399,4740802,75474.96,1. PO pending approval/Po issued to vendor /item delivered 6/11/19 and waiting for payment request./Waiting GRN/Document forwarded to finance 19/11/19,Completed,Procurement
6305,04/11/2019,Approved vendor,04/11/2019,5849,05/11/2019,US1T0,GRAD2,USLMET0023,Ye'abtsega M.,DGETACHEW,"1. Rental car to travel to N/Wollo and Tigray from Nov 12, 2019 to Nov 23, 2019 for induction work shop with second round AD & IPs. Vehicle type: 105.",12,DAY,ETB,23679.83,GETACHEW MOLLA CAR RENTAL SERVICE,Ref.GMCR/320/12,,,0000-00-00,,,0,1. vendor is informed to send the vehicle for inspection./under receiving service/Waiting GRN 26/11/19,Ongoing,Store
6300,05/11/2019,N/A,05/11/2019,5852,05/11/2019,US2H5,Emergency,OCHAET0047,Hirut Merga,AFEKADU,Vehicle rental Extension Plate # 3-83944 one Pick up 4WD single cabine for one month from 08/11/2019 to 07/12/2019 at West Hararghe.,30,DAY,ETB,47352.98,GETACHEW MOLLA CAR RENTAL SERVICE,GMCR/410/12,5865,8793,0000-00-00,,,0,Purchase order was prepared and waiting approval/Purchase order was approved then waiting service delivery/waiting payment request/ Payment request received on 26.12.2019 and document send for GRN same day,Ongoing,Procurement
